cse_id,alert_id,asset_id,severity,alert_type,created_time,acknowledged_time,investigation_start,investigation_end,closure_time,escalated,disposition,investigation_evidence,investigation_notes,asset_criticality,expected_activity,observed_activity
CSE-E,ALT-00535,ASSET-046,MEDIUM,Suspicious Login,2026-03-19 10:06:51,2026-03-19 10:48:51,2026-03-19 10:55:51,2026-03-19 12:13:43,2026-03-19 13:19:54,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,70,29
CSE-C,ALT-00536,ASSET-032,LOW,Suspicious Login,2026-01-23 11:26:46,2026-01-23 11:40:13,,,2026-01-23 14:28:27,False,Escalated to Tier-2,False,,MEDIUM,171,47
CSE-A,ALT-00537,ASSET-039,LOW,Phishing,2026-06-02 16:26:43,2026-06-02 16:57:03,2026-06-02 17:02:03,2026-06-02 18:59:19,2026-06-03 00:48:38,True,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,160,142
CSE-D,ALT-00538,ASSET-004,LOW,Unauthorized Access,2026-01-25 16:32:44,2026-01-25 16:45:16,2026-01-25 17:08:16,2026-01-25 20:26:45,2026-01-26 01:02:45,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,83,91
CSE-A,ALT-00539,ASSET-098,LOW,Phishing,2026-03-04 15:22:08,2026-03-04 15:43:42,2026-03-04 15:53:42,2026-03-04 16:36:30,2026-03-04 18:37:07,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,138,140
CSE-A,ALT-00540,ASSET-067,HIGH,Brute Force,2026-03-27 13:57:36,2026-03-27 14:15:20,2026-03-27 14:17:20,2026-03-27 15:35:07,2026-03-27 23:44:07,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,174,186
CSE-B,ALT-00541,ASSET-061,LOW,Suspicious Login,2026-03-19 09:06:51,2026-03-19 10:14:30,2026-03-19 10:18:30,2026-03-19 10:40:30,2026-03-19 12:48:03,True,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,199,139
CSE-A,ALT-00542,ASSET-085,HIGH,Network Anomaly,2026-02-17 18:39:16,2026-02-17 19:07:55,2026-02-17 19:29:55,2026-02-17 20:48:22,2026-02-18 06:43:56,True,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,145,149
CSE-B,ALT-00543,ASSET-073,MEDIUM,Phishing,2026-03-16 17:24:23,2026-03-16 18:54:40,2026-03-16 19:17:40,2026-03-16 19:50:09,2026-03-17 02:39:49,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,147,87
CSE-E,ALT-00544,ASSET-046,MEDIUM,Privilege Escalation,2026-02-05 16:49:17,2026-02-05 16:55:27,2026-02-05 17:12:27,2026-02-05 18:10:49,2026-02-05 23:59:59,True,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,156,95
CSE-C,ALT-00545,ASSET-034,MEDIUM,Phishing,2026-04-11 17:15:24,2026-04-11 17:47:02,,,2026-04-12 00:10:01,False,Under Investigation,False,N/A,CRITICAL,131,51
CSE-C,ALT-00546,ASSET-014,HIGH,Unauthorized Access,2026-01-18 11:42:14,2026-01-18 11:49:56,2026-01-18 12:11:56,2026-01-18 12:29:16,2026-01-18 18:45:47,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,112,48
CSE-D,ALT-00547,ASSET-082,LOW,Malware,2026-06-06 09:38:54,2026-06-06 10:03:58,2026-06-06 10:15:58,2026-06-06 10:46:57,2026-06-06 16:32:04,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,105,90
CSE-D,ALT-00548,ASSET-047,MEDIUM,Data Exfiltration,2026-02-21 16:24:52,2026-02-21 16:43:43,2026-02-21 16:46:43,2026-02-21 17:14:23,2026-02-21 21:11:45,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,152,141
CSE-C,ALT-00549,ASSET-073,CRITICAL,Network Anomaly,2026-02-18 19:28:52,2026-02-18 20:00:24,2026-02-18 20:20:24,2026-02-18 20:50:59,2026-02-19 00:04:51,False,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,128,20
CSE-B,ALT-00550,ASSET-040,CRITICAL,Privilege Escalation,2026-01-06 13:56:59,2026-01-06 14:34:23,2026-01-06 14:37:23,2026-01-06 15:22:41,2026-01-06 19:12:17,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,98,75
CSE-A,ALT-00551,ASSET-005,CRITICAL,Unauthorized Access,2026-03-08 10:00:08,2026-03-08 10:08:43,2026-03-08 10:19:43,2026-03-08 11:05:58,2026-03-08 20:31:40,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,133,131
CSE-A,ALT-00552,ASSET-003,LOW,Network Anomaly,2026-02-03 09:42:06,2026-02-03 09:45:37,2026-02-03 10:06:37,2026-02-03 13:21:04,2026-02-03 15:41:27,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,83,82
CSE-E,ALT-00553,ASSET-079,MEDIUM,Unauthorized Access,2026-06-24 09:18:35,2026-06-24 10:24:38,2026-06-24 10:37:38,2026-06-24 11:15:05,2026-06-24 20:11:46,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,164,96
CSE-D,ALT-00554,ASSET-017,LOW,Data Exfiltration,2026-03-01 09:10:14,2026-03-01 09:26:01,2026-03-01 09:44:01,2026-03-01 10:22:52,2026-03-01 22:43:16,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,116,92
CSE-E,ALT-00555,ASSET-029,MEDIUM,Data Exfiltration,2026-03-16 15:47:30,2026-03-16 17:16:37,2026-03-16 17:19:37,2026-03-16 18:29:11,2026-03-17 02:08:22,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,147,124
CSE-C,ALT-00556,ASSET-067,LOW,Data Exfiltration,2026-05-15 10:53:44,2026-05-15 11:29:16,2026-05-15 11:41:16,2026-05-15 12:11:42,2026-05-15 15:57:33,False,Escalated to Tier-2,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,184,60
CSE-C,ALT-00557,ASSET-076,MEDIUM,Suspicious Login,2026-01-10 23:50:28,2026-01-11 00:33:16,,,2026-01-11 01:03:47,False,False Positive,False,,HIGH,195,99
CSE-C,ALT-00558,ASSET-098,LOW,Unauthorized Access,2026-05-07 15:31:24,2026-05-07 16:00:26,2026-05-07 16:13:26,2026-05-07 16:21:08,2026-05-07 20:52:29,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,93,47
CSE-C,ALT-00559,ASSET-093,MEDIUM,Data Exfiltration,2026-01-08 16:24:55,2026-01-08 16:53:45,,,2026-01-08 23:38:48,False,Under Investigation,False,N/A,MEDIUM,126,64
CSE-D,ALT-00560,ASSET-005,MEDIUM,Phishing,2026-02-11 15:57:47,2026-02-11 16:06:55,2026-02-11 16:15:55,2026-02-11 18:51:00,2026-02-12 06:16:29,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,126,108
CSE-E,ALT-00561,ASSET-008,CRITICAL,Phishing,2026-05-26 13:30:54,2026-05-26 13:58:22,2026-05-26 14:13:22,2026-05-26 14:20:51,2026-05-26 22:35:02,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,150,126
CSE-B,ALT-00562,ASSET-057,HIGH,Phishing,2026-03-08 04:20:14,2026-03-08 05:45:25,2026-03-08 06:05:25,2026-03-08 08:57:28,2026-03-08 08:13:06,True,Benign True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,80,59
CSE-A,ALT-00563,ASSET-042,LOW,Phishing,2026-03-07 15:01:34,2026-03-07 15:25:36,2026-03-07 15:37:36,2026-03-07 16:47:40,2026-03-07 23:44:43,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,186,194
CSE-A,ALT-00564,ASSET-076,MEDIUM,Phishing,2026-02-06 15:08:21,2026-02-06 15:24:18,2026-02-06 15:40:18,2026-02-06 18:25:57,2026-02-06 18:53:41,True,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,157,129
CSE-E,ALT-00565,ASSET-069,MEDIUM,Privilege Escalation,2026-02-25 09:33:42,2026-02-25 11:10:51,2026-02-25 11:31:51,2026-02-25 11:56:55,2026-02-25 20:11:27,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,83,62
CSE-E,ALT-00566,ASSET-057,MEDIUM,Privilege Escalation,2026-03-10 14:00:58,2026-03-10 14:37:19,2026-03-10 15:02:19,2026-03-10 16:39:33,2026-03-10 20:25:06,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,174,103
CSE-E,ALT-00567,ASSET-041,MEDIUM,Privilege Escalation,2026-06-17 12:55:28,2026-06-17 14:40:54,2026-06-17 14:45:54,2026-06-17 17:08:09,2026-06-17 17:27:32,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,174,104
CSE-E,ALT-00568,ASSET-089,MEDIUM,Data Exfiltration,2026-02-16 00:31:10,2026-02-16 00:51:36,2026-02-16 01:09:36,2026-02-16 03:15:23,2026-02-16 03:26:31,True,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,88,47
CSE-D,ALT-00569,ASSET-053,LOW,Privilege Escalation,2026-02-02 13:07:45,2026-02-02 13:18:52,2026-02-02 13:29:52,2026-02-02 14:40:38,2026-02-02 15:34:39,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,174,181
CSE-D,ALT-00570,ASSET-076,LOW,Suspicious Login,2026-05-31 17:23:05,2026-05-31 17:30:02,2026-05-31 17:49:02,2026-05-31 21:13:45,2026-06-01 00:58:22,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,178,143
CSE-D,ALT-00571,ASSET-045,MEDIUM,Unauthorized Access,2026-03-15 14:26:48,2026-03-15 14:33:57,2026-03-15 14:57:57,2026-03-15 17:00:24,2026-03-15 20:18:33,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,95,84
CSE-D,ALT-00572,ASSET-077,HIGH,Suspicious Login,2026-03-15 08:51:38,2026-03-15 08:57:37,2026-03-15 09:06:37,2026-03-15 10:33:43,2026-03-15 19:23:30,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,194,182
CSE-A,ALT-00573,ASSET-012,MEDIUM,Malware,2026-04-05 16:16:46,2026-04-05 16:33:19,2026-04-05 16:48:19,2026-04-05 19:35:17,2026-04-05 19:20:47,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,115,111
CSE-C,ALT-00574,ASSET-005,MEDIUM,Data Exfiltration,2026-01-20 17:39:21,2026-01-20 17:57:50,,,2026-01-21 00:02:39,False,Under Investigation,False,N/A,HIGH,180,82
CSE-B,ALT-00575,ASSET-024,LOW,Malware,2026-06-12 13:11:08,2026-06-12 14:31:32,,,2026-06-12 18:21:48,False,False Positive,False,,MEDIUM,142,90
CSE-A,ALT-00576,ASSET-045,LOW,Data Exfiltration,2026-01-01 17:22:35,2026-01-01 17:43:48,2026-01-01 17:45:48,2026-01-01 21:35:32,2026-01-02 04:57:12,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,164,176
CSE-B,ALT-00577,ASSET-015,LOW,Network Anomaly,2026-05-06 13:23:38,2026-05-06 14:14:12,2026-05-06 14:18:12,2026-05-06 15:19:19,2026-05-06 21:53:40,False,Benign True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,151,122
CSE-D,ALT-00578,ASSET-057,LOW,Network Anomaly,2026-05-06 13:00:01,2026-05-06 13:11:18,2026-05-06 13:25:18,2026-05-06 14:11:53,2026-05-06 18:39:01,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,113,120
CSE-D,ALT-00579,ASSET-003,LOW,Privilege Escalation,2026-06-12 10:31:28,2026-06-12 10:46:42,2026-06-12 10:52:42,2026-06-12 15:41:55,2026-06-12 22:15:21,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,82,81
CSE-C,ALT-00580,ASSET-021,LOW,Brute Force,2026-06-17 12:35:23,2026-06-17 13:10:35,,,2026-06-17 16:53:30,False,False Positive,False,N/A,MEDIUM,132,40
CSE-B,ALT-00581,ASSET-099,LOW,Malware,2026-01-06 17:58:06,2026-01-06 19:07:31,,,2026-01-06 22:17:49,False,True Positive,False,,MEDIUM,78,47
CSE-D,ALT-00582,ASSET-013,MEDIUM,Suspicious Login,2026-03-11 02:36:04,2026-03-11 02:54:50,2026-03-11 03:18:50,2026-03-11 07:05:51,2026-03-11 16:35:43,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,181,167
CSE-C,ALT-00583,ASSET-072,MEDIUM,Unauthorized Access,2026-05-12 14:09:17,2026-05-12 14:39:29,2026-05-12 15:00:29,2026-05-12 15:20:59,2026-05-12 17:28:56,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,126,67
CSE-E,ALT-00584,ASSET-083,HIGH,Malware,2026-05-08 15:21:48,2026-05-08 16:36:33,2026-05-08 16:44:33,2026-05-08 19:16:34,2026-05-08 20:59:01,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,106,78
CSE-A,ALT-00585,ASSET-020,MEDIUM,Data Exfiltration,2026-05-06 10:25:09,2026-05-06 10:39:48,2026-05-06 10:56:48,2026-05-06 13:10:51,2026-05-06 15:43:14,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,168,160
CSE-A,ALT-00586,ASSET-049,HIGH,Data Exfiltration,2026-05-24 18:37:31,2026-05-24 18:50:12,2026-05-24 19:05:12,2026-05-24 23:27:44,2026-05-24 20:59:10,True,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,81,61
CSE-B,ALT-00587,ASSET-093,HIGH,Brute Force,2026-01-10 16:54:10,2026-01-10 18:20:01,2026-01-10 18:25:01,2026-01-10 20:50:27,2026-01-10 18:59:19,True,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,139,109
CSE-C,ALT-00588,ASSET-018,HIGH,Suspicious Login,2026-02-06 12:29:51,2026-02-06 13:10:36,2026-02-06 13:30:36,2026-02-06 13:41:06,2026-02-06 15:18:35,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,181,80
CSE-C,ALT-00589,ASSET-009,HIGH,Suspicious Login,2026-05-01 09:05:19,2026-05-01 09:50:31,2026-05-01 09:54:31,2026-05-01 10:14:00,2026-05-01 10:58:34,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,161,80
CSE-A,ALT-00590,ASSET-076,LOW,Phishing,2026-03-14 14:32:37,2026-03-14 14:57:56,2026-03-14 15:22:56,2026-03-14 19:04:55,2026-03-15 01:17:30,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,173,139
CSE-C,ALT-00591,ASSET-061,HIGH,Suspicious Login,2026-05-14 15:32:21,2026-05-14 16:10:10,,,2026-05-14 18:52:01,False,Under Investigation,False,N/A,CRITICAL,90,38
CSE-A,ALT-00592,ASSET-042,LOW,Suspicious Login,2026-02-06 09:00:20,2026-02-06 09:05:17,,,2026-02-06 18:34:08,False,Benign True Positive,False,,HIGH,177,143
CSE-D,ALT-00593,ASSET-063,MEDIUM,Unauthorized Access,2026-06-30 14:19:53,2026-06-30 14:38:13,2026-06-30 14:58:13,2026-06-30 17:02:23,2026-07-01 03:46:22,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,112,114
CSE-D,ALT-00594,ASSET-057,MEDIUM,Suspicious Login,2026-01-07 15:54:49,2026-01-07 16:18:11,2026-01-07 16:25:11,2026-01-07 18:17:35,2026-01-07 20:22:10,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,104,80
CSE-C,ALT-00595,ASSET-078,CRITICAL,Privilege Escalation,2026-03-06 09:13:38,2026-03-06 09:31:40,,,2026-03-06 09:15:22,False,False Positive,False,N/A,CRITICAL,150,70
CSE-E,ALT-00596,ASSET-057,LOW,Malware,2026-04-05 11:36:45,2026-04-05 13:15:56,,,2026-04-05 15:05:22,False,True Positive,False,,HIGH,85,51
CSE-C,ALT-00597,ASSET-093,LOW,Data Exfiltration,2026-06-17 09:17:21,2026-06-17 10:12:04,,,2026-06-17 18:11:49,False,Escalated to Tier-2,False,Closed quickly — no notes.,MEDIUM,156,21
CSE-D,ALT-00598,ASSET-096,MEDIUM,Malware,2026-01-17 17:33:09,2026-01-17 17:58:26,2026-01-17 18:13:26,2026-01-17 18:50:43,2026-01-17 22:22:10,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,200,155
CSE-E,ALT-00599,ASSET-099,HIGH,Privilege Escalation,2026-04-30 10:28:36,2026-04-30 11:32:41,2026-04-30 11:35:41,2026-04-30 12:27:27,2026-04-30 15:08:01,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,72,38
CSE-D,ALT-00600,ASSET-029,CRITICAL,Data Exfiltration,2026-03-20 21:55:57,2026-03-20 22:04:44,2026-03-20 22:09:44,2026-03-21 01:02:47,2026-03-21 02:07:01,True,True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,105,86
CSE-C,ALT-00601,ASSET-075,MEDIUM,Phishing,2026-01-24 15:12:22,2026-01-24 16:03:03,,,2026-01-24 22:14:56,False,Escalated to Tier-2,False,N/A,HIGH,158,57
CSE-C,ALT-00602,ASSET-034,MEDIUM,Phishing,2026-02-23 17:35:35,2026-02-23 18:30:22,,,2026-02-23 23:13:11,False,False Positive,False,,CRITICAL,104,39
CSE-B,ALT-00603,ASSET-083,MEDIUM,Network Anomaly,2026-05-31 15:26:42,2026-05-31 16:47:39,2026-05-31 17:10:39,2026-05-31 17:42:19,2026-05-31 17:25:49,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,117,106
CSE-B,ALT-00604,ASSET-087,MEDIUM,Suspicious Login,2026-01-06 16:47:37,2026-01-06 18:06:21,2026-01-06 18:19:21,2026-01-06 20:26:14,2026-01-06 22:55:07,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,80,73
CSE-E,ALT-00605,ASSET-007,CRITICAL,Unauthorized Access,2026-03-10 13:40:37,2026-03-10 13:48:47,2026-03-10 13:58:47,2026-03-10 16:36:31,2026-03-10 16:35:55,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,106,83
CSE-D,ALT-00606,ASSET-001,HIGH,Malware,2026-06-18 11:56:19,2026-06-18 12:07:24,2026-06-18 12:14:24,2026-06-18 16:12:29,2026-06-18 15:45:07,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,124,103
CSE-D,ALT-00607,ASSET-087,LOW,Network Anomaly,2026-06-21 16:54:45,2026-06-21 17:04:33,2026-06-21 17:17:33,2026-06-21 18:37:53,2026-06-22 00:54:22,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,134,133
CSE-A,ALT-00608,ASSET-064,HIGH,Malware,2026-02-26 06:04:49,2026-02-26 06:14:12,2026-02-26 06:31:12,2026-02-26 06:46:51,2026-02-26 13:47:10,True,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,107,87
CSE-C,ALT-00609,ASSET-014,HIGH,Suspicious Login,2026-04-19 14:18:24,2026-04-19 15:03:16,,,2026-04-19 18:58:27,False,Under Investigation,False,Closed quickly — no notes.,HIGH,100,21
CSE-D,ALT-00610,ASSET-078,LOW,Malware,2026-02-11 17:39:24,2026-02-11 18:02:53,2026-02-11 18:23:53,2026-02-11 22:04:20,2026-02-12 00:13:20,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,196,181
CSE-D,ALT-00611,ASSET-059,LOW,Privilege Escalation,2026-01-29 14:28:34,2026-01-29 14:43:29,2026-01-29 14:48:29,2026-01-29 15:06:50,2026-01-29 20:07:41,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,139,116
CSE-D,ALT-00612,ASSET-039,MEDIUM,Malware,2026-06-03 13:18:27,2026-06-03 13:31:10,2026-06-03 13:32:10,2026-06-03 18:24:27,2026-06-03 19:31:32,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,156,122
CSE-E,ALT-00613,ASSET-094,LOW,Data Exfiltration,2026-02-14 10:36:08,2026-02-14 12:14:17,2026-02-14 12:28:17,2026-02-14 13:43:39,2026-02-14 16:49:15,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,187,87
CSE-C,ALT-00614,ASSET-074,CRITICAL,Brute Force,2026-04-08 10:20:21,2026-04-08 11:21:01,,,2026-04-08 10:23:08,False,Under Investigation,False,N/A,CRITICAL,155,51
CSE-A,ALT-00615,ASSET-035,MEDIUM,Network Anomaly,2026-02-25 14:54:17,2026-02-25 15:20:01,2026-02-25 15:29:01,2026-02-25 20:00:43,2026-02-26 02:24:26,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,106,81
CSE-B,ALT-00616,ASSET-076,HIGH,Network Anomaly,2026-06-03 21:40:20,2026-06-03 21:57:34,2026-06-03 22:20:34,2026-06-03 23:48:48,2026-06-04 03:22:20,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,154,120
CSE-E,ALT-00617,ASSET-085,CRITICAL,Privilege Escalation,2026-03-23 16:35:09,2026-03-23 17:40:03,,,2026-03-23 20:59:46,False,False Positive,False,,MEDIUM,194,130
CSE-A,ALT-00618,ASSET-097,HIGH,Privilege Escalation,2026-03-19 14:22:28,2026-03-19 14:45:57,2026-03-19 15:05:57,2026-03-19 16:46:36,2026-03-20 01:09:24,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,151,150
CSE-D,ALT-00619,ASSET-071,LOW,Suspicious Login,2026-04-07 11:06:06,2026-04-07 11:20:19,2026-04-07 11:24:19,2026-04-07 14:07:30,2026-04-08 01:26:08,False,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,176,153
CSE-C,ALT-00620,ASSET-023,HIGH,Privilege Escalation,2026-06-11 14:25:32,2026-06-11 15:01:06,2026-06-11 15:14:06,2026-06-11 15:31:54,2026-06-11 17:47:58,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,90,30
